time,lat,lng,alt,spd,eps,epx,epv,ept,climb,track
1584529399,35.23249217,-97.257345,326.5,21.084,4.25,1.965,6.038,0.005,0,271.07
1584529401,35.23248917,-97.25781267,327.9,21.57,4.66,1.644,6.842,0.005,0,266.64
1584529401,35.23248917,-97.25781267,327.9,21.57,4.66,1.644,6.842,0.005,0,266.64
1584529402,35.232495,-97.258045,329.1,21.136,5.47,1.76,7.072,0.005,0,272.44
1584529403,35.232502,-97.2582815,330.3,21.496,5.85,1.76,5.98,0.005,0,271.94
1584529404,35.23250767,-97.258521,331.1,21.781,5.85,1.76,5.98,0.005,0,271.41
1584529405,35.232513,-97.258764,331,21.95,5.85,1.76,5.98,0.005,0,271.15
1584529406,35.2325185,-97.25900833,331,22.121,5.39,1.759,6.325,0.005,0,271.37
1584529408,35.23252683,-97.2595005,331.1,22.425,4.94,1.759,7.245,0.005,0,270.63
1584529409,35.2325285,-97.25974733,331.5,22.557,6.03,1.785,6.325,0.005,0,270.41
1584529410,35.23253067,-97.25999467,331.8,22.658,7.12,1.785,6.325,0.005,0,270.69
